web-scraper-order,web-scraper-start-url,figure_link,figure_link-href,name,description,image-src,retail_price,buy_price,auction_price
"1700779296-1145","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Dropkick (AMC Javelin)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/dropkick-amc-javelin-3507.php","Transformers Studio Series Dropkick (AMC Javelin)","Transformers Studio Series Dropkick (AMC Javelin) 
Arriving on Earth in 1987, Dropkick disguises himself as an AMC Javelin and begins his search for Autobot criminals.



This Studio Series 46 Deluxe Class Transformers: Bumblebee Dropkick figure converts from robot to car mode in 26 steps. Remove backdrop to showcase Dropkick in the Decepticon Arrival scene. Figure features vivid, movie-inspired deco and detailed accessory.","/transformers/images/thumbs/dropkick-amc-javelin-3507.jpg","C$27.40","C$121.07","C$94.57"
"1700779299-1146","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Drift (Age Of Extinction)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/drift-age-of-extinction-3506.php","Transformers Studio Series Drift (Age Of Extinction)","Transformers Studio Series Drift (Age Of Extinction) 
At the sight of Optimus Prime, Autobot drift dives gracefully off a cliff, converting midair into his helicopter mode to meet him.



This Studio series 45 deluxe class Transformers: Age Of Extinction Autobot drift figure converts from robot to car mode in 26 steps. Remove backdrop to showcase figure in the Autobus reunion scene. Figure features vivid, movie-inspired Deco and detailed accessory.","/transformers/images/thumbs/drift-age-of-extinction-3506.jpg","C$27.40","C$105.52","C$91.14"
"1700779301-1147","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Scrapmetal","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/scrapmetal-3505.php","Transformers Studio Series Scrapmetal","Transformers Studio Series Scrapmetal 
In the Pyramid Desert Battle scene from Transformers: Revenge of the Fallen, the Constructicon Scrapmetal combines with 7 of his Constructicon comrades to form the brutal Devastator combiner.



This Studio Series 41 Deluxe Class Transformers: Revenge of the Fallen Constructicon Scrapmetal figure converts from robot to vehicle mode in 24 steps. Remove backdrop to showcase Constructicon Scrapmetal in the Pyramid Desert Battle scene. Figure features vivid, movie-inspired deco and detailed accessories.","/transformers/images/thumbs/scrapmetal-3505.jpg","C$27.40","C$191.88","C$148.60"
"1700779303-1148","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Shatter (SS 40)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/shatter-ss-40-3504.php","Transformers Studio Series Shatter (SS 40)","Transformers Studio Series Shatter (SS 40) 
Arriving on Earth in 1987, Shatter disguises herself as a 1971 Plymouth GTX and begins her search for Autobot criminals. 


This Studio Series 40 Deluxe Class Transformers: Bumblebee Shatter figure converts from robot to car mode in 23 steps.","/transformers/images/thumbs/shatter-ss-40-3504.jpg","C$27.40","C$95.91","C$77.69"
"1700779305-1149","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Cogman","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/cogman-3503.php","Transformers Studio Series Cogman","Transformers Studio Series Cogman 
This Studio Series 39 Deluxe Class Transformers: The Last Knight Cogman figure converts from robot to car mode in 19 steps. Remove backdrop to showcase Cogman in the London Escape scene. Figure features vivid, movie-inspired deco and detailed accessories. Includes: Transformers Studio Series 39 Deluxe Class Cogman figure, Headmaster figure, accessory, removable backdrop, and instructions.","/transformers/images/thumbs/cogman-3503.jpg","C$27.40","C$68.83","C$62.18"
"1700779307-1150","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Crankcase","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/crankcase-3502.php","Transformers Studio Series Crankcase","Transformers Studio Series Crankcase 
In the Dreads Standoff scene from Transformers: Dark of the Moon, Crankcase takes on the Autobots, refusing to back down.



This Studio Series 30 Deluxe Class Transformers: Dark of the Moon Crankcase figure converts from robot to Chevrolet Suburban vehicle mode in 20 steps. Remove backdrop to showcase Crankcase in the Dreads Standoff scene. Figure features vivid, movie-inspired deco and includes 2 detailed weapon accessories modeled after the weapons Crankcase uses in the film.","/transformers/images/thumbs/crankcase-3502.jpg","C$27.40","C$63.31","C$50.01"
"1700779310-1151","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Sideswipe (Dark of the Moon)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/sideswipe-dark-of-the-moon-3501.php","Transformers Studio Series Sideswipe (Dark of the Moon)","Transformers Studio Series Sideswipe (Dark of the Moon) 
In the Dreads Standoff scene from Transformers: Dark of the Moon, Sideswipe backs up Ironhide in a head to head against the Dreads.



This Studio Series 29 Deluxe Class Transformers: Dark of the Moon Sideswipe figure converts from robot to 2011 Chevrolet Corvette Stingray Convertible car mode in 18 steps. Remove backdrop to showcase Sideswipe in the Dreads Standoff scene. Figure features vivid, movie-inspired deco and includes 4 detailed weapon accessories, 2 arm blade accessories and 2 blaster accessories modeled after the weapons Sideswipe uses in the film.","/transformers/images/thumbs/sideswipe-dark-of-the-moon-3501.jpg","C$27.40","null","C$50.66"
"1700779312-1152","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Barricade","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/barricade-3500.php","Transformers Studio Series Barricade","Transformers Studio Series Barricade 
In the Police Chase scene from Transformers Movie 1, a determined Barricade launches into a high-speed pursuit after Bumblebee, optics set on username: LadiesMan217, known by most as Sam Witwicky.



This Studio Series 28 Deluxe Class Transformers Movie 1 Barricade figure converts from robot to Saleen S-281 Extreme police car mode in 20 steps. Remove backdrop to showcase Barricade in the Police Chase scene. Figure features vivid, movie-inspired deco and includes a detailed weapon accessory, the spinning blade weapon accessory modeled after the weapon Barricade uses in the film.","/transformers/images/thumbs/barricade-3500.jpg","C$27.39","C$123.33","C$110.08"
"1700779314-1153","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Bumblebee (Clunker)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/bumblebee-clunker-3499.php","Transformers Studio Series Bumblebee (Clunker)","Transformers Studio Series Bumblebee (Clunker) 
In the used car shopping scene from Transformers movie 1, a beat-up Bumblebee shatters the glass of every car in the lot, eliminating the competition to become sam witwicky's first car.



this Studio series 27 deluxe class Transformers movie 1 clunker Bumblebee figure converts from robot to Chevrolet Camaro car mode in 22 steps. Remove backdrop to showcase clunker Bumblebee in the used car shopping scene. Figure features vivid, movie-inspired Deco and includes a detailed weapon accessory, a blaster modeled after the weapon Bumblebee uses in the film.","/transformers/images/thumbs/bumblebee-clunker-3499.jpg","C$27.40","null","C$58.94"
"1700779316-1154","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Bumblebee (WWII)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/bumblebee-wwii-3498.php","Transformers Studio Series Bumblebee (WWII)","Transformers Studio Series Bumblebee (WWII) 
In the WWII Flashback scene from Transformers: The Last Knight, an combat-ready Bumblebee fights alongside soldiers as a powerful ally, unleashing war machine force on an enemy stronghold.



This Studio Series 26 Deluxe Class Transformers: The Last Knight WII Bumblebee figure converts from robot to tank mode in 25 steps. Remove backdrop to showcase WWII Bumblebee in the WWII Flashback scene. Figure features vivid, movie-inspired deco and includes detailed weapon accessories: a blaster and a hammer modeled after the weapons Bumblebee uses in the film.","/transformers/images/thumbs/bumblebee-wwii-3498.jpg","C$27.40","null","C$33.58"
"1700779318-1155","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","KSI Sentry","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/ksi-sentry-3497.php","Transformers Studio Series KSI Sentry","Transformers Studio Series KSI Sentry 
In Transformers: Age of Extinction, the battle for the Seed ignites in the streets of Hong Kong. Hijacked by Galvatron, the KSI Sentry combat drones flood the city, attacking the Autobots and their human allies in a relentless pursuit of the Seed.



This Studio Series 23 Deluxe Class Transformers: Age of Extinction KSI Sentry figure converts from robot to Pagani Huayra sports car mode in 19 steps and comes with a detailed accessory inspired by the movie. Remove backdrop to showcase KSI Sentry in the Hong Kong Pursuit scene.","/transformers/images/thumbs/ksi-sentry-3497.jpg","C$27.40","C$82.22","C$62.86"
"1700779321-1156","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Dropkick (Bell Helicopter)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/dropkick-bell-helicopter-3496.php","Transformers Studio Series Dropkick (Bell Helicopter)","Transformers Studio Series Dropkick (Bell Helicopter) 
In the Autobot Pursuit scene from Transformers: Bumblebee, Dropkick detects the signal of a high-level Autobot criminal and prepares to close in on his target.



This Studio Series 22 Deluxe Class Transformers: Bumblebee Dropkick figure converts from robot to Bell Helicopter mode in 24 steps and comes with 2 accessories. Remove backdrop to showcase Dropkick in the Autobot Pursuit scene.","/transformers/images/thumbs/dropkick-bell-helicopter-3496.jpg","C$27.40","C$65.31","C$61.31"
"1700779323-1157","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Bumblebee (Beetle)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/bumblebee-beetle-3495.php","Transformers Studio Series Bumblebee (Beetle)","Transformers Studio Series Bumblebee (Beetle) 
In the Charlie garage scene from Transformers: Bumblebee, Charlie tunes up her beat up old VW Beetle and tunes out the world -- but her new car is more than meets the eye.



this Studio Series Studio Series 18 Deluxe class Transformers: Bumblebee -- Bumblebee figure converts between robot and VW Beetle modes in 22 steps and comes with 3 accessories. Remove the backdrop from pack to showcase the upbeat Autobot Scout in the Charlie garage scene.volkswagen trademarks, design patents and Copyrights are used with the approval of the owner, Volkswagen AG.","/transformers/images/thumbs/bumblebee-beetle-3495.jpg","C$27.40","C$68.52","C$64.50"
"1700779325-1158","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Ratchet (Dark of the Moon)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/ratchet-dark-of-the-moon-3494.php","Transformers Studio Series Ratchet (Dark of the Moon)","Transformers Studio Series Ratchet (Dark of the Moon) 
In the explosive Battle of Chicago from Transformers: Dark of the Moon, the Autobots take on the traitorous Sentinel Prime as he works to bring forth Cybertron and enslave Earth's inhabitants. Autobot Ratchet helps destroy the control pillar bringing Cybertron into Earth's atmosphere, saving Earth from Sentinel Prime and the Decepticons.



This Studio Series 16 Deluxe Class Transformers: Dark of the Moon Autobot Ratchet figure converts between robot and H2 Hummer modes in 18 steps and comes with 1 detailed weapon accessory. Remove the backdrop from pack to showcase the trusted Autobot medic in the Battle of Chicago scene.","/transformers/images/thumbs/ratchet-dark-of-the-moon-3494.jpg","C$27.40","C$10.27","C$124.27"
"1700779327-1159","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Lockdown","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/lockdown-3493.php","Transformers Studio Series Lockdown","Transformers Studio Series Lockdown 
In Transformers: Age of Extinction, Lockdown proves why he is one of the most feared bounty hunters across the galaxies. With alien technology seized from previous hunts, Lockdown stalks Optimus Prime on a contract from the creators. He barters with covert human agents to gain intel that leads him to his prey so he can complete his sinister mission.","/transformers/images/thumbs/lockdown-3493.jpg","C$27.39","C$65.21","C$79.23"
"1700779329-1160","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Jazz","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/jazz-3491.php","Transformers Studio Series Jazz","Transformers Studio Series Jazz 
Approaching incognito as law enforcement, the “Dreads” convert into vicious destroyers in the High Speed Chase from Transformers: Dark of the Moon. Crowbar accelerates towards the Autobots to overtake them as they battle down the highway. With optics dead set on Sam Witwicky, he unleashes chaos until the explosive standoff against the Autobots.



This Studio Series 03 Deluxe Class Movie 3 Crowbar figure converts from robot to Chevy Suburban car mode in 20 steps and comes with 2 accessories. Remove backdrop from pack to showcase Crowbar in the High Speed Chase scene.","/transformers/images/thumbs/jazz-3491.jpg","C$27.40","C$129.63","C$107.93"
"1700779331-1161","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Cliffjumper (Gamer Edition)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/cliffjumper-gamer-edition-6729.php","Transformers Studio Series Cliffjumper (Gamer Edition)","Transformers Studio Series Cliffjumper (Gamer Edition) 
Cliffjumper spots a hoard of Decepticons preparing to attack Omega Supreme and unleashes defensive blaster fire.



Convert the action figure from robot to Cybertronian car mode in 21 steps and pose the Cliffjumper toy with the included Protect Omega Supreme removable backdrop scene.","/transformers/images/thumbs/cliffjumper-gamer-edition-6729.jpg","C$34.25","C$27.12","C$23.97"
"1700779336-1162","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Crowbar","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/crowbar-3490.php","Transformers Studio Series Crowbar","Transformers Studio Series Crowbar 
Approaching incognito as law enforcement, the “Dreads” convert into vicious destroyers in the High Speed Chase from Transformers: Dark of the Moon. Crowbar accelerates towards the Autobots to overtake them as they battle down the highway. With optics dead set on Sam Witwicky, he unleashes chaos until the explosive standoff against the Autobots.



This Studio Series 03 Deluxe Class Movie 3 Crowbar figure converts from robot to Chevy Suburban car mode in 20 steps and comes with 2 accessories. Remove backdrop from pack to showcase Crowbar in the High Speed Chase scene.","/transformers/images/thumbs/crowbar-3490.jpg","C$27.40","C$54.39","C$48.55"
"1700779338-1163","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Barricade (Gamer Edition)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/barricade-gamer-edition-5998.php","Transformers Studio Series Barricade (Gamer Edition)","Transformers Studio Series Barricade (Gamer Edition) 
Barricade action figure! Barricade assists in a mission to locate an ancient power called Dark Energon. Convert the action figure from robot to Cybertronian car mode in 15 steps and pose the Barricade toy in the included Dark Energon removable backdrop scene. 


Includes figure, accessory, removable backdrop, and instructions.","/transformers/images/thumbs/barricade-gamer-edition-5998.jpg","C$34.25","C$28.12","C$43.86"
"1700779340-1164","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Stinger","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/stinger-3489.php","Transformers Studio Series Stinger","Transformers Studio Series Stinger 
The Autobots clash with KSI in the Hong Kong Pursuit from Transformers: Age of Extinction. Decepticon Stinger leaps after Bumblebee onto the back of an airborne Dinobot for an alter-ego face-off. Spiraling through Hong Kong’s cityscape, the KSI clone relentlessly pursues his yellow doppelganger as the fight soars to new heights.","/transformers/images/thumbs/stinger-3489.jpg","C$27.40","C$119.89","C$95.60"
"1700779343-1165","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Bumblebee (Gamer Edition)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/bumblebee-gamer-edition-5997.php","Transformers Studio Series Bumblebee (Gamer Edition)","Transformers Studio Series Bumblebee (Gamer Edition) 
Bumblebee teams up with the Autobots to protect Iacon from the Decepticon assault. Convert the action figure from robot to Cybertronian car mode in 22 steps and pose the Bumblebee toy in the included Defend Iacon removable backdrop scene.



Includes figure, 3 accessories, removable backdrop, and instructions.","/transformers/images/thumbs/bumblebee-gamer-edition-5997.jpg","C$34.24","C$27.93","C$38.01"
"1700779345-1166","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Bumblebee (1976 Camaro)","https://www.actionfigure411.com/transformers/studio-series/deluxe-class/bumblebee-1976-camaro-3488.php","Transformers Studio Series Bumblebee (1976 Camaro)","Transformers Studio Series Bumblebee (1976 Camaro) 
In the Police Chase from Transformers Movie 1, Bumblebee faces off with Barricade as they fight to recover the map to the legendary Allspark. The loyal Autobot scout unleashes his skills in battle to stave off the evil Decepticon, while revealing himself as a visitor from above to his new human friends.



This Studio Series 01 Deluxe Class Movie 1 Bumblebee figure converts between robot and Chevrolet Camaro modes in 22 steps and comes with a weapon accessory. Remove backdrop from pack to showcase the loyal Autobot scout in the Mission City Battle scene.","/transformers/images/thumbs/bumblebee-1976-camaro-3488.jpg","C$27.40","C$54.97","C$66.73"
"1700779347-1167","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Rumble (Concept Art)","https://www.actionfigure411.com/transformers/studio-series/core-class/rumble-concept-art-7490.php","Transformers Studio Series Rumble (Concept Art)","Transformers Studio Series Rumble (Concept Art) 
Transformers Studio Series Concept Art Decepticon Rumble action figure is inspired by concept art of Rumble that was planned for, but never used in the Transformers: Bumblebee movie. This Studio Series Transformers toy features classic conversion between robot and cassette modes in 11 steps. Transformers figure comes with 2 blaster accessories that attach in both modes.","/transformers/images/thumbs/rumble-concept-art-7490.jpg","C$13.69","null","null"
"1700779349-1168","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Mohawk","https://www.actionfigure411.com/transformers/studio-series/core-class/mohawk-7491.php","Transformers Studio Series Mohawk","Transformers Studio Series Mohawk 
Mohawk Studio Series Transformers toy features classic conversion between robot and motorcycle modes in 13 steps. Transformers figure comes with a knife accessory that attaches in both modes.","/transformers/images/thumbs/mohawk-7491.jpg","C$13.69","null","null"
"1700779351-1169","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Terrorcon Freezer","https://www.actionfigure411.com/transformers/studio-series/core-class/terrorcon-freezer-5605.php","Transformers Studio Series Terrorcon Freezer","Transformers Studio Series Terrorcon Freezer 
Transformers Studio Series Terrorcon Freezer action figure is highly articulated for posability and features movie-inspired deco and details.","/transformers/images/thumbs/terrorcon-freezer-5605.jpg","C$16.43","C$20.98","C$17.39"
"1700779353-1170","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Bumblebee","https://www.actionfigure411.com/transformers/studio-series/core-class/bumblebee-6726.php","Transformers Studio Series Bumblebee (Core Class)","Transformers Studio Series Bumblebee (Core Class) 
Convert the collectible action figure from robot to car mode in 15 steps and pose the Bumblebee toy with the included blaster accessory.","/transformers/images/thumbs/bumblebee-6726.jpg","C$16.43","C$19.90","C$20.41"
"1700779355-1171","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Terrorcon Novakane (Rise of the Beasts)","https://www.actionfigure411.com/transformers/studio-series/core-class/terrorcon-novakane-rise-of-the-beasts-7179.php","Transformers Studio Series Terrorcon Novakane (Rise of the Beasts)","Transformers Studio Series Terrorcon Novakane (Rise of the Beasts) 
Pose the Terrorcon Novakane figure attached to other Studio Series figures in Cybertronian weapon mode.



Includes figure and instructions.","/transformers/images/thumbs/terrorcon-novakane-rise-of-the-beasts-7179.jpg","C$16.43","C$28.10","C$26.70"
"1700779358-1172","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Noah Diaz Exo-Suit (Rise of the Beasts)","https://www.actionfigure411.com/transformers/studio-series/core-class/noah-diaz-exo-suit-rise-of-the-beasts-7180.php","Transformers Studio Series Noah Diaz Exo-Suit (Rise of the Beasts)","Transformers Studio Series Noah Diaz Exo-Suit (Rise of the Beasts) 
Noah Diaz Exo-Suit (Rise of the Beasts) collectible action figure converts from Exo-Suit to jet blaster mode in 7 steps. Pose the Noah Díaz Exo-Suit toy with the included blaster cannon and jetpack accessories.","/transformers/images/thumbs/noah-diaz-exo-suit-rise-of-the-beasts-7180.jpg","C$16.43","C$35.25","C$29.92"
"1700779360-1173","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Ironhide","https://www.actionfigure411.com/transformers/studio-series/core-class/ironhide-6889.php","Transformers Studio Series Ironhide (Core Class)","Transformers Studio Series Ironhide (Core Class) 
Bring the epic action of the Transformers movies from the big screen into your collection with the Transformers Studio Series Ironhide action figure



 Convert the collectible action figure from robot to van mode in 15 steps and pose the Ironhide toy with the included 2 blaster accessories","/transformers/images/thumbs/ironhide-6889.jpg","C$16.43","C$14.47","C$12.32"
"1700779362-1174","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Decepticon Rumble (Blue)","https://www.actionfigure411.com/transformers/studio-series/core-class/decepticon-rumble-blue-6888.php","Transformers Studio Series Decepticon Rumble (Blue)","Transformers Studio Series Decepticon Rumble (Blue) 
This 3.5-inch Decepticon Rumble (Blue) figure is inspired by the character’s appearance in The Transformers: The Movie



Comes with 2 thruster blasters and 2 pile driver accessories","/transformers/images/thumbs/decepticon-rumble-blue-6888.jpg","C$16.43","C$38.71","C$33.98"
"1700779364-1175","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Decepticon Frenzy (Red)","https://www.actionfigure411.com/transformers/studio-series/core-class/decepticon-frenzy-red-7177.php","Transformers Studio Series Decepticon Frenzy (Red)","Transformers Studio Series Decepticon Frenzy (Red) 
Transformers Studio Series Decepticon Frenzy (Red) action figure, inspired by The Transformers: The Movie! Transformers figure comes with 2 pile driver arm attachments and 2 blaster accessories that attach to the Decepticon Frenzy (Red) figure in both modes.","/transformers/images/thumbs/decepticon-frenzy-red-7177.jpg","C$16.43","C$35.05","C$33.03"
"1700779366-1176","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Arcee (Rise of the Beasts)","https://www.actionfigure411.com/transformers/studio-series/core-class/arcee-rise-of-the-beasts-6890.php","Transformers Studio Series Arcee (Rise of the Beasts)","Transformers Studio Series Arcee (Rise of the Beasts) 
These 3.5-inch collectible action figures for boys and girls are inspired by iconic movie scenes from Transformers: Rise of the Beasts, designed with details to reflect the Transformers movie universe.



Convert the collectible action figure from robot to motorcycle mode in 11 steps and pose the Arcee toy with the included blaster accessory.","/transformers/images/thumbs/arcee-rise-of-the-beasts-6890.jpg","C$16.43","C$22.16","C$18.04"
"1700779369-1177","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Wheelie","https://www.actionfigure411.com/transformers/studio-series/core-class/wheelie-4726.php","Transformers Studio Series Wheelie","Transformers Studio Series Wheelie 
Transformers Studio Series Core Class Wheelie.","/transformers/images/thumbs/wheelie-4726.jpg","C$16.43","C$18.68","C$16.43"
"1700779371-1178","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Ratchet","https://www.actionfigure411.com/transformers/studio-series/core-class/ratchet-4724.php","Transformers Studio Series Ratchet (Core Class)","Transformers Studio Series Ratchet (Core Class) 
Transformers Studio Series Core Class Ratchet. As featured in Transformers: The Movie.","/transformers/images/thumbs/ratchet-4724.jpg","C$16.43","C$19.20","C$16.45"
"1700779373-1179","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Laserbeak","https://www.actionfigure411.com/transformers/studio-series/core-class/laserbeak-4725.php","Transformers Studio Series Laserbeak","Transformers Studio Series Laserbeak 
Transformers Studio Series Core Class Laserbeak.","/transformers/images/thumbs/laserbeak-4725.jpg","C$16.43","C$9.17","C$7.54"
"1700779375-1180","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Exo-Suit Spike Witwicky","https://www.actionfigure411.com/transformers/studio-series/core-class/exo-suit-spike-witwicky-4723.php","Transformers Studio Series Exo-Suit Spike Witwicky","Transformers Studio Series Exo-Suit Spike Witwicky 
This Studio Series Core Class The Transformers: The Movie -inspired Exo-Suit Spike Witwicky figure stands at 3.5 inches and converts from Exo-Suit to ATV mode in 11 steps. Comes with 2 blast effects that attach to the figure in both modes. This figure features a transparent dome helmet displaying the figure’s face inside. It’s a perfect addition to your Witwicky collection alongside Studio Series 86-07 Daniel Witwicky!","/transformers/images/thumbs/exo-suit-spike-witwicky-4723.jpg","C$16.43","C$18.26","C$15.52"
"1700779377-1181","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Shockwave","https://www.actionfigure411.com/transformers/studio-series/core-class/shockwave-4721.php","Transformers Studio Series Shockwave (Core Class)","Transformers Studio Series Shockwave (Core Class) 
This Studio Series Core Class Transformers: Bumblebee -inspired Shockwave figure stands at 3.5 inches and converts from robot to Cybertronian hovercraft mode in 13 steps. Comes with a blaster accessory that attaches to the figure in vehicle mode. This Shockwave figure features a never-before-seen alt mode, specially designed for Studio Series!","/transformers/images/thumbs/shockwave-4721.jpg","C$16.43","C$11.69","C$9.47"
"1700779379-1182","https://www.actionfigure411.com/transformers/studio-series-price-guide.php","Ravage","https://www.actionfigure411.com/transformers/studio-series/core-class/ravage-4722.php","Transformers Studio Series Ravage","Transformers Studio Series Ravage 
This Studio Series Core Class Transformers: Bumblebee -inspired Ravage figure stands at 3.5 inches and converts from robot to cassette mode in 11 steps. Comes with a missile accessory that attaches to the figure’s chest and features attached side cannons and an articulated jaw. In cassette mode, the Ravage figure can fit inside Voyager Class 83 Soundwave figure’s chest.","/transformers/images/thumbs/ravage-4722.jpg","C$16.43","C$12.27","C$10.58"
